"Series","Indicator Name","value","value_metadata","year","cty_or_agg","countrycode"
"SE.PRM.TATT.8","(De Facto) Percent of teachers that report salary delays in the past 12 months",17.3,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.TATT.DF","(De Facto) Policy Lever (Teaching) - Attraction",5,"On Target",2019,"cty","JOR"
"SE.PRM.TATT.DJ","(De Jure) Policy Lever (Teaching) - Attraction",3.7,"Caution",2019,"cty","JOR"
"SE.PRM.TENR","Net Adjusted Enrollment Rate",81,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.TENR.1","(De Facto) Percent of primary school age children who are enrolled at primary education",81,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.TEVL","Policy Lever (Teaching) - Evaluation",3.6,"Caution",2019,"cty","JOR"
"SE.PRM.TEVL.1","(De Jure) Legislation assigns responsibility of evaluating the performance of teachers to a public authority (national, regional, local)",0,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.TEVL.2","(De Jure) Legislation assigns responsibility of evaluating the performance of teachers to the schools",1,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.TEVL.3","(De Facto) Percent of teachers that report being evaluated in the past 12 months",61.2,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.TEVL.4","(De Jure) The criteria to evaluate teachers is clear",3,"Caution",2019,"cty","JOR"
"SE.PRM.TEVL.5","(De Facto) Number of criteria used to evaluate teachers",4.7,"On Target",2019,"cty","JOR"
"SE.PRM.TEVL.6","(De Facto) Percent of teachers that report there would be consequences after two negative evaluations",79.9,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.TEVL.7","(De Facto) Percent of teachers that report there would be consequences after two positive evaluations",77.7,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.TEVL.8","(De Jure) There are clear consequences for teachers who receive two or more negative evaluations",1,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.TEVL.9","(De Jure) There are clear consequences for teachers who receive two or more positive evaluations",1,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.TEVL.DF","(De Facto) Policy Lever (Teaching) - Evaluation",3.6,"Caution",2019,"cty","JOR"
"SE.PRM.TEVL.DJ","(De Jure) Policy Lever (Teaching) - Evaluation",4.8,"On Target",2019,"cty","JOR"
"SE.PRM.TINM","Policy Lever (Teaching) - Intrinsic Motivation",3.4,"Caution",2019,"cty","JOR"
"SE.PRM.TINM.1","(De Facto) Percent of teachers that agree or strongly agrees with ""It is acceptable for a teacher to be absent if the assigned curriculum has been completed""",7.1,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.TINM.10","(De Facto) Percent of teachers that agree or strongly agrees with ""Students can change even their basic intelligence level considerably""",65.7,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.TINM.11","(De Facto) Percent of teachers who state that intrinsic motivation was the main reason to become teachers",0.6,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.TINM.12","(De Facto) New teachers are required to undergo a probationary period",0.5,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.TINM.13","(De Jure) New teachers are required to undergo a probationary period",1,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.TINM.2","(De Facto) Percent of teachers that agree or strongly agrees with ""It is acceptable for a teacher to be absent if students are left with work to do""",10.1,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.TINM.3","(De Facto) Percent of teachers that agree or strongly agrees with ""It is acceptable for a teacher to be absent if the teacher is doing something useful for the community""",37.9,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.TINM.4","(De Facto) Percent of teachers that agree or strongly agrees with ""Students deserve more attention if they attend school regularly""",64,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.TINM.5","(De Facto) Percent of teachers that agree or strongly agrees with ""Students deserve more attention if they come to school with materials""",66.4,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.TINM.6","(De Facto) Percent of teachers that agree or strongly agrees with ""Students deserve more attention if they are motivated to learn""",74.9,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.TINM.7","(De Facto) Percent of teachers that agree or strongly agrees with ""Students have a certain amount of intelligence and they really can’t do much to change it""",50.1,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.TINM.8","(De Facto) Percent of teachers that agree or strongly agrees with ""To be honest, students can’t really change how intelligent they are""",42.3,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.TINM.9","(De Facto) Percent of teachers that agree or strongly agrees with ""Students can always substantially change how intelligent they are""",73.9,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.TINM.DF","(De Facto) Policy Lever (Teaching) - Intrinsic Motivation",3.4,"Caution",2019,"cty","JOR"
"SE.PRM.TINM.DJ","(De Jure) Policy Lever (Teaching) - Intrinsic Motivation",5,"On Target",2019,"cty","JOR"
"SE.PRM.TMNA","Policy Lever (Teaching) - Monitoring & Accountability",3.1,"Caution",2019,"cty","JOR"
"SE.PRM.TMNA.1","(De Jure) Information on teacher presence/absenteeism is being collected on a regular basis",1,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.TMNA.2","(De Jure) Teachers receive monetary compensation for being present",0,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.TMNA.3","(De Facto) Teacher report receiving monetary compensation (aside from salary) for being present",7.4,"On Target",2019,"cty","JOR"
"SE.PRM.TMNA.4","(De Facto) Percent of teachers that report having been absent because of administrative processes",6.8,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.TMNA.5","(De Facto) Percent of teachers that report that there would be consequences for being absent 40% of the time",69.2,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.TMNA.DF","(De Facto) Policy Lever (Teaching) - Monitoring & Accountability",3.1,"Caution",2019,"cty","JOR"
"SE.PRM.TMNA.DJ","(De Jure) Policy Lever (Teaching) - Monitoring & Accountability",3,"Caution",2019,"cty","JOR"
"SE.PRM.TSDP","Policy Lever (Teaching) - Selection & Deployment",3.5,"Caution",2019,"cty","JOR"
"SE.PRM.TSDP.1","(De Jure) Requirements to enter into initial education programs",4,"On Target",2019,"cty","JOR"
"SE.PRM.TSDP.2","(De Facto) Average quality of applicants accepted into initial education programs",NA,"N/A",2019,"cty","JOR"
"SE.PRM.TSDP.3","(De Jure) Requirements to become a primary school teacher",4,"On Target",2019,"cty","JOR"
"SE.PRM.TSDP.4","(De Facto) Requirements to become a primary school teacher",4.3,"On Target",2019,"cty","JOR"
"SE.PRM.TSDP.5","(De Jure) Requirements to fulfill a transfer request",5,"On Target",2019,"cty","JOR"
"SE.PRM.TSDP.6","(De Facto) Requirements to fulfill a transfer request",2.8,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.TSDP.7","(De Jure) Selectivity of teacher hiring process",NA,"N/A",2019,"cty","JOR"
"SE.PRM.TSDP.DF","(De Facto) Policy Lever (Teaching) - Selection & Deployment",3.5,"Caution",2019,"cty","JOR"
"SE.PRM.TSDP.DJ","(De Jure) Policy Lever (Teaching) - Selection & Deployment",4.3,"On Target",2019,"cty","JOR"
"SE.PRM.TSUP","Policy Lever (Teaching) - Support",2.6,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.TSUP.1","(De Jure) Practicum required as part of pre-service training",1,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.TSUP.2","(De Facto) Percent reporting they completed a practicum as part of pre-service training",22.5,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.TSUP.3","(De Facto) Percent of teachers reporting that they participated in an induction and/or mentorship program",44.9,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.TSUP.4","(De Jure) Participation in professional development has professional implications for teachers",1,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.TSUP.5","(De Facto) Percent of teachers reporting having attended in-service trainings in the past 12 months",27.5,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.TSUP.6","(De Facto) Average length of the trainings attended",18.4,"On Target",2019,"cty","JOR"
"SE.PRM.TSUP.7","(De Facto) Average span of time (in weeks) of those trainings",3.3,"Caution",2019,"cty","JOR"
"SE.PRM.TSUP.8","(De Facto) Average percent of time spent inside the classrooms during the trainings",70.5,"On Target",2019,"cty","JOR"
"SE.PRM.TSUP.9","(De Facto) Percent of teachers that report having opportunities to come together with other teachers to discuss ways of improving teaching",74.7,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.TSUP.DF","(De Facto) Policy Lever (Teaching) - Support",2.6,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.TSUP.DJ","(De Jure) Policy Lever (Teaching) - Support",5,"On Target",2019,"cty","JOR"
